,loss,accuracy,val_loss,val_accuracy
0,2.1591577529907227,0.23807865381240845,1.8395934104919434,0.3017553687095642
1,1.6725281476974487,0.3457452356815338,1.4492788314819336,0.4352187216281891
2,1.4992049932479858,0.4195200204849243,1.5035412311553955,0.4393981695175171
3,1.3975166082382202,0.462781697511673,1.2725757360458374,0.5172750353813171
4,1.3291438817977905,0.49392175674438477,1.3413339853286743,0.48216772079467773
5,1.2843526601791382,0.5119649171829224,1.2043941020965576,0.5438840985298157
6,1.2380590438842773,0.5301473140716553,1.1453238725662231,0.5633881092071533
7,1.2066000699996948,0.5474241375923157,1.1753746271133423,0.5505712032318115
8,1.1781132221221924,0.5610784292221069,1.1685678958892822,0.5522429943084717
9,1.14703369140625,0.5716674327850342,1.1725186109542847,0.5498746037483215
10,1.1422213315963745,0.5774844288825989,1.1239632368087769,0.5739760398864746
11,1.1127676963806152,0.5853565335273743,1.3738601207733154,0.46154919266700745
12,1.0907878875732422,0.5934376120567322,1.1008280515670776,0.5872108936309814
13,1.086330771446228,0.5985579490661621,1.053955078125,0.601142406463623
14,1.0691697597503662,0.6024940013885498,1.0148414373397827,0.6188353300094604
15,1.0568214654922485,0.6063255667686462,1.0320566892623901,0.6164669990539551
16,1.042572259902954,0.6119335293769836,1.0370045900344849,0.6089439988136292
17,1.0377802848815918,0.6157302856445312,1.0498462915420532,0.6035107374191284
18,1.0261812210083008,0.6232540607452393,1.0082504749298096,0.6220395565032959
19,1.015262246131897,0.6236023306846619,0.9844638109207153,0.6308164000511169
20,1.0103548765182495,0.6260754466056824,0.9753885865211487,0.6376428008079529
21,0.999836802482605,0.6273642182350159,0.9743780493736267,0.6354137659072876
22,0.9839851260185242,0.6359677910804749,1.0234925746917725,0.6153524518013
23,0.9853326678276062,0.6321014165878296,0.9676588773727417,0.6372248530387878
24,0.9705647230148315,0.6417847871780396,0.9757967591285706,0.6405683755874634
25,0.9671630859375,0.6411578059196472,0.9758429527282715,0.6348565220832825
26,0.9595661759376526,0.6445017457008362,0.9579020142555237,0.6451658010482788
27,0.9521411657333374,0.6464523077011108,1.0167088508605957,0.6210643649101257
28,0.9419997334480286,0.6505625247955322,0.942672073841095,0.6486486196517944
29,0.9435662627220154,0.6503535509109497,0.9610969424247742,0.6473948359489441
30,0.940894603729248,0.6502141952514648,0.9383463859558105,0.6472554802894592
31,0.931779682636261,0.65850430727005,0.9718799591064453,0.6369462013244629
32,0.9205646514892578,0.6557874083518982,1.028084635734558,0.6191139817237854
33,0.9182648062705994,0.6590964794158936,0.9797632694244385,0.6457230448722839
34,0.9198574423789978,0.6614998579025269,1.0019354820251465,0.6351351141929626
35,0.9061272740364075,0.6682921648025513,0.9579773545265198,0.65352463722229
36,0.9069822430610657,0.6666550636291504,0.9726549386978149,0.645026445388794
37,0.8955073952674866,0.6702427864074707,0.9676271080970764,0.6517135500907898
38,0.8932028412818909,0.6718102097511292,1.0249407291412354,0.6623014807701111
39,0.8853095173835754,0.6723675727844238,0.9253346920013428,0.6558930277824402
40,0.8851861953735352,0.6751889586448669,1.0280659198760986,0.615631103515625
41,0.880530059337616,0.6753631234169006,1.0224813222885132,0.6341599225997925
42,0.8798714280128479,0.6753631234169006,0.9481887221336365,0.653106689453125
43,0.8680540323257446,0.6815284490585327,0.9490341544151306,0.6547784805297852
44,0.8683752417564392,0.6795778274536133,0.9297769069671631,0.6629980206489563
45,0.866381824016571,0.683513879776001,1.025957465171814,0.6288659572601318
46,0.8605443835258484,0.6821205615997314,0.9837339520454407,0.6476734280586243
47,0.8470504283905029,0.6869274377822876,0.9520556330680847,0.6560323238372803
48,0.8606093525886536,0.6817026138305664,0.9692227840423584,0.6553357243537903
49,0.8473513126373291,0.6901320219039917,0.9281519651412964,0.6667595505714417
